draft	line	ctx	term	class	bm_hits
数据架构.md	4085	heading	D-DATA-ENG	EXCL_XREF	0
数据架构.md	4099	heading	D-ALT-DATA	EXCL_XREF	0
数据架构.md	4119	heading	D-ML-TRAIN/D-ML-SERVE	EXCL_XREF	0
数据架构.md	4126	heading	D-COMPLIANCE	EXCL_XREF	0
数据架构.md	4133	heading	D-SIMULATION	EXCL_XREF	0
数据架构.md	4139	heading	D-SECURITY	EXCL_XREF	0
数据架构.md	4146	heading	D-GOVERNANCE	EXCL_XREF	0
数据架构.md	4152	heading	D-KNOWLEDGE	EXCL_XREF	0
数据架构.md	4169	heading	D-SIGNAL	EXCL_XREF	0
数据架构.md	4180	heading	D-RISK	EXCL_XREF	0
数据架构.md	4190	heading	D-EX-CORE	EXCL_XREF	0
数据架构.md	4200	heading	D-REPORTING	EXCL_XREF	0
数据架构.md	4208	heading	D-CROSS-ASSET	EXCL_XREF	0
数据架构.md	4214	heading	D-INFRA-RUNTIME	EXCL_XREF	0
数据架构.md	4227	heading	D-INFRA-OPS	EXCL_XREF	0
数据架构.md	4236	heading	D-INTEGRATION	EXCL_XREF	0
数据架构.md	4243	heading	D-RESEARCH	EXCL_XREF	0
数据架构.md	4254	heading	D-AUT-CORE	EXCL_XREF	0
数据架构.md	4266	heading	D-AUT-PERM	EXCL_XREF	0
数据架构.md	4274	heading	D-TRADING	EXCL_XREF	0
数据架构.md	4283	heading	D-OPS	EXCL_XREF	0
学习系统架构.md	141	upgrade	QuantaAlpha	TRIAGE	0
学习系统架构.md	141	upgrade	arXiv	COVERED	8
学习系统架构.md	141	upgrade	LLM	EXCL_GENERIC	0
学习系统架构.md	141	upgrade	不做试运行闭环 | 覆盖S2~S5	TRIAGE	0
学习系统架构.md	141	upgrade	因子方向	TRIAGE	0
学习系统架构.md	142	upgrade	Hubble	TRIAGE	0
学习系统架构.md	142	upgrade	UBS/Celestial	TRIAGE	0
学习系统架构.md	142	upgrade	Quant	COVERED	52
学习系统架构.md	142	upgrade	Lab	COVERED	25
学习系统架构.md	142	upgrade	不做元学习 | 覆盖S4	TRIAGE	0
学习系统架构.md	142	upgrade	因子代码生成	TRIAGE	0
学习系统架构.md	143	upgrade	FactorMAD	COVERED	7
学习系统架构.md	143	upgrade	Microsoft	TRIAGE	0
学习系统架构.md	143	upgrade	ICAIF	TRIAGE	0
学习系统架构.md	143	upgrade	不做元学习 | 覆盖S2~S4	TRIAGE	0
学习系统架构.md	143	upgrade	因子辩论	TRIAGE	0
学习系统架构.md	143	upgrade	本系统辩论式因子精炼需对齐	TRIAGE	0
学习系统架构.md	144	upgrade	TiMi	COVERED	42
学习系统架构.md	144	upgrade	MSRA	TRIAGE	0
学习系统架构.md	144	upgrade	ICLR	TRIAGE	0
学习系统架构.md	144	upgrade	不做模块工厂 | 覆盖S4~S5	TRIAGE	0
学习系统架构.md	144	upgrade	策略开发+优化	TRIAGE	0
学习系统架构.md	144	upgrade	策略-部署解耦需对齐	TRIAGE	0
学习系统架构.md	145	upgrade	ProFiT	COVERED	9
学习系统架构.md	145	upgrade	Nof1	TRIAGE	0
学习系统架构.md	145	upgrade	不做模块工厂 | 覆盖S4	TRIAGE	0
学习系统架构.md	146	upgrade	CogAlpha	TRIAGE	0
学习系统架构.md	146	upgrade	不做元学习 | 覆盖S3~S5	TRIAGE	0
学习系统架构.md	146	upgrade	7层Agent层次远超本系统S3映射	TRIAGE	0
学习系统架构.md	146	upgrade	S3需对齐7层架构 |	TRIAGE	0
学习系统架构.md	147	upgrade	FactorMiner	TRIAGE	0
学习系统架构.md	147	upgrade	Wang	TRIAGE	0
学习系统架构.md	147	upgrade	Phase	EXCL_GENERIC	0
学习系统架构.md	147	upgrade	因子挖掘+验证	TRIAGE	0
学习系统架构.md	147	upgrade	经验记忆和Phase 2验证是亮点	TRIAGE	0
学习系统架构.md	148	upgrade	FinRL-X	TRIAGE	0
学习系统架构.md	148	upgrade	AI4Finance	TRIAGE	0
学习系统架构.md	148	upgrade	不做元学习 | 覆盖S5~S6	TRIAGE	0
学习系统架构.md	149	upgrade	Dnalyaw	TRIAGE	0
学习系统架构.md	149	upgrade	Rust/Go	TRIAGE	0
学习系统架构.md	149	upgrade	Kill	COVERED	135
学习系统架构.md	149	upgrade	Switch	COVERED	136
学习系统架构.md	149	upgrade	全栈量化平台	TRIAGE	0
学习系统架构.md	149	upgrade	不做模块工厂 | 覆盖S5风控+部署	TRIAGE	0
学习系统架构.md	149	upgrade	延迟分层和4级风控远超本系统	TRIAGE	0
学习系统架构.md	149	upgrade	延迟分层裁定❌ |	TRIAGE	0
学习系统架构.md	187	box	Whisper	COVERED	2
学习系统架构.md	187	box	OCR	COVERED	1
学习系统架构.md	187	box	PDF	COVERED	106
学习系统架构.md	188	upgrade	ADWIN/DDM	TRIAGE	0
学习系统架构.md	189	upgrade	Point-in	COVERED	7
学习系统架构.md	189	upgrade	TimesFM	COVERED	1
学习系统架构.md	190	box	RawKnowledgePacket	COVERED	1
学习系统架构.md	196	box	StructuredKnowledgeFragment	COVERED	1
学习系统架构.md	198	box	REJECT	COVERED	10
学习系统架构.md	204	upgrade	LiNGAM	COVERED	6
学习系统架构.md	204	upgrade	🆕因果发现引擎: PC算法	TRIAGE	0
学习系统架构.md	206	upgrade	Generator	COVERED	15
学习系统架构.md	206	upgrade	GLM-5.1	COVERED	4
学习系统架构.md	206	upgrade	Critic	COVERED	13
学习系统架构.md	206	upgrade	DeepSeek	COVERED	4
学习系统架构.md	206	upgrade	🆕辩论式因子精炼: Generator	TRIAGE	0
学习系统架构.md	207	box	ClassifiedKnowledgePackage	COVERED	1
学习系统架构.md	215	box	ModuleRequirementSpec	COVERED	3
学习系统架构.md	220	upgrade	三层安全	COVERED	1
学习系统架构.md	223	upgrade	Judge	COVERED	4
学习系统架构.md	224	box	NewModule	COVERED	1
学习系统架构.md	224	box	ModuleRegistry	COVERED	1
学习系统架构.md	229	box	C-003	COVERED	1
学习系统架构.md	230	upgrade	WFA	COVERED	15
学习系统架构.md	230	upgrade	OOS	COVERED	31
学习系统架构.md	233	upgrade	Purge	COVERED	17
学习系统架构.md	233	upgrade	Gap	COVERED	20
学习系统架构.md	234	upgrade	APPROVE/REDUCE/REJECT/FLATTEN	COVERED	1
学习系统架构.md	239	upgrade	STOP	COVERED	53
学习系统架构.md	239	upgrade	RISE	COVERED	13
学习系统架构.md	239	upgrade	Voyager	COVERED	3
学习系统架构.md	239	upgrade	Meta-Harness	COVERED	1
学习系统架构.md	247	box	Module	COVERED	31
学习系统架构.md	247	box	Factory	COVERED	9
学习系统架构.md	247	box	Registry	COVERED	34
学习系统架构.md	249	box	C-027	COVERED	1
学习系统架构.md	249	box	C-028	COVERED	1
学习系统架构.md	249	box	C-029	COVERED	1
学习系统架构.md	253	box	Knowledge	COVERED	38
学习系统架构.md	253	box	Base	COVERED	79
学习系统架构.md	256	upgrade	C-016	COVERED	1
学习系统架构.md	256	upgrade	: 实体+关系+时序边→支持多跳推理	TRIAGE	0
学习系统架构.md	260	box	Security	COVERED	5
学习系统架构.md	260	box	Governance	COVERED	20
学习系统架构.md	266	upgrade	SHAP	COVERED	2
学习系统架构.md	324	box	Unified	COVERED	3
学习系统架构.md	324	box	Flow	COVERED	261
学习系统架构.md	363	upgrade	🆕因果发现引擎	TRIAGE	0
学习系统架构.md	382	box	ModuleMappingResult	COVERED	1
学习系统架构.md	396	box	B-007	COVERED	1
学习系统架构.md	411	upgrade	APPROVE	COVERED	1
学习系统架构.md	412	box	REDUCE	COVERED	1
学习系统架构.md	413	upgrade	PurgeGap	COVERED	1
学习系统架构.md	414	box	FLATTEN	COVERED	1
学习系统架构.md	417	box	TrialResult	COVERED	1
学习系统架构.md	421	upgrade	学习系统→交易流水线的安全隔离	TRIAGE	0
学习系统架构.md	422	box	C-004	COVERED	1
学习系统架构.md	437	box	C-010	COVERED	1
学习系统架构.md	438	box	C-007	COVERED	1
学习系统架构.md	439	box	C-022	COVERED	1
学习系统架构.md	440	box	C-033	COVERED	1
学习系统架构.md	460	box	ADWIN	COVERED	3
学习系统架构.md	467	box	SHAP/LIME	COVERED	1
学习系统架构.md	1360	heading	Decision	COVERED	134
学习系统架构.md	1360	heading	Tree	COVERED	1
学习系统架构.md	1360	heading	Trading	COVERED	94
学习系统架构.md	1360	heading	Architecture	COVERED	53
学习系统架构.md	1801	heading	Performance	COVERED	20
学习系统架构.md	1801	heading	Attribution	COVERED	23
学习系统架构.md	1801	heading	Strategy	COVERED	81
学习系统架构.md	1801	heading	Degradation	COVERED	10
学习系统架构.md	1801	heading	Detection	COVERED	63
学习系统架构.md	1801	heading	Model	COVERED	131
学习系统架构.md	2216	heading	FinRL-X/Dnalyaw	TRIAGE	0
学习系统架构.md	2248	heading	AltStreet	TRIAGE	0
学习系统架构.md	2283	heading	MVP	TRIAGE	0
学习系统架构.md	2765	upgrade	HKU/China	TRIAGE	0
学习系统架构.md	2765	upgrade	Mobile	TRIAGE	0
学习系统架构.md	2765	upgrade	Apr	TRIAGE	0
学习系统架构.md	2765	upgrade	认知Alpha挖掘	TRIAGE	0
学习系统架构.md	2765	upgrade	7层Agent层次远超本系统S3的简单映射	TRIAGE	0
学习系统架构.md	2766	upgrade	因子矿工	COVERED	1
学习系统架构.md	2766	upgrade	预测力+正交性	TRIAGE	0
学习系统架构.md	2766	upgrade	检索+规范化+准入后验证	TRIAGE	0
学习系统架构.md	2766	upgrade	| 覆盖S4~S5	TRIAGE	0
学习系统架构.md	2766	upgrade	经验记忆和Phase 2验证通道是亮点	TRIAGE	0
学习系统架构.md	2767	upgrade	Foundation	TRIAGE	0
学习系统架构.md	2767	upgrade	Mar	COVERED	585
学习系统架构.md	2767	upgrade	weight-centric	TRIAGE	0
学习系统架构.md	2767	upgrade	可组合策略管线	TRIAGE	0
学习系统架构.md	2768	upgrade	OMS	COVERED	4
学习系统架构.md	2768	upgrade	orders/s	TRIAGE	0
学习系统架构.md	2768	upgrade	ML/LLM	TRIAGE	0
学习系统架构.md	2768	upgrade	APPROVE/REJECT/REDUCE/FLATTEN	TRIAGE	0
学习系统架构.md	2768	upgrade	| **Dnalyaw**🆕 | 全栈量化平台	TRIAGE	0
学习系统架构.md	2768	upgrade	| 多语言延迟分层架构：Rust热路径	TRIAGE	0
学习系统架构.md	2768	upgrade	延迟分层和4级风控决策远超本系统	TRIAGE	0
学习系统架构.md	2805	heading	XAI	TRIAGE	0
集成架构.md	81	box	Integration	COVERED	11
集成架构.md	81	box	Architecture	COVERED	53
集成架构.md	88	box	miniQMT	COVERED	45
集成架构.md	88	box	iFind	COVERED	19
集成架构.md	88	box	tushare	COVERED	9
集成架构.md	88	box	AkShare	COVERED	2
集成架构.md	88	box	LLM	EXCL_GENERIC	0
集成架构.md	88	box	APIs	TRIAGE	0
集成架构.md	89	box	REST	COVERED	9
集成架构.md	89	box	HTTP	EXCL_GENERIC	0
集成架构.md	89	box	DeepSeek	COVERED	4
集成架构.md	90	box	TAE/Claude	TRIAGE	0
集成架构.md	94	box	Whisper	COVERED	2
集成架构.md	100	box	HB-11	TRIAGE	0
集成架构.md	104	box	HB-04	TRIAGE	0
集成架构.md	104	box	HB-10	TRIAGE	0
集成架构.md	104	box	Gateway	TRIAGE	0
集成架构.md	109	box	HB-01	TRIAGE	0
集成架构.md	114	box	CLOSED	COVERED	64
集成架构.md	114	box	OPEN	COVERED	27
集成架构.md	120	box	Fail-Closed	COVERED	30
集成架构.md	125	box	Kill	COVERED	135
集成架构.md	135	box	SemVer	TRIAGE	0
集成架构.md	136	box	Deprecating	TRIAGE	0
集成架构.md	147	box	Client-Host-Server	TRIAGE	0
集成架构.md	148	box	GPU	EXCL_GENERIC	0
集成架构.md	149	box	TAE	TRIAGE	0
集成架构.md	149	box	Claude	COVERED	1
集成架构.md	149	box	QP-02	EXCL_XREF	0
集成架构.md	150	box	Phase1	COVERED	6
集成架构.md	150	box	Phase4	COVERED	1
集成架构.md	157	box	C-001	COVERED	1
集成架构.md	157	box	C-002	COVERED	1
集成架构.md	157	box	C-004	COVERED	1
集成架构.md	158	box	C-006	COVERED	1
集成架构.md	158	box	C-009	COVERED	1
集成架构.md	158	box	C-015	COVERED	1
集成架构.md	159	box	C-029	COVERED	1
集成架构.md	159	box	C-031	COVERED	1
集成架构.md	159	box	C-008	TRIAGE	0
集成架构.md	167	box	Stream	COVERED	1
集成架构.md	167	box	HB-07	COVERED	2
集成架构.md	170	box	contextvars	TRIAGE	0
集成架构.md	170	box	structlog	TRIAGE	0
集成架构.md	170	box	SLI	COVERED	1
集成架构.md	171	box	CDC	COVERED	1
集成架构.md	171	box	HB-13	TRIAGE	0
集成架构.md	172	box	Agent	COVERED	150
集成架构.md	179	box	QPS	COVERED	12
集成架构.md	190	box	Trading	COVERED	94
集成架构.md	190	box	Data	COVERED	287
集成架构.md	190	box	Notification	TRIAGE	0
集成架构.md	199	box	xttrader	COVERED	1
集成架构.md	201	box	Kill-Switch	TRIAGE	0
集成架构.md	207	box	C-010	COVERED	1
集成架构.md	207	box	trade	COVERED	81
集成架构.md	207	box	Redis	EXCL_GENERIC	0
集成架构.md	207	box	At-Least	COVERED	1
集成架构.md	218	box	xtdata	COVERED	1
集成架构.md	219	box	Tick	COVERED	126
集成架构.md	249	box	RTX3090	COVERED	4
集成架构.md	259	box	MCP	COVERED	8
集成架构.md	259	box	Server	TRIAGE	0
集成架构.md	261	box	tools/list	TRIAGE	0
集成架构.md	275	box	At-Least-Once	COVERED	1
集成架构.md	286	box	Event	COVERED	38
集成架构.md	286	box	Sourcing	COVERED	3
集成架构.md	286	box	CQRS	COVERED	1
集成架构.md	289	box	OrderPlaced/OrderFilled/RiskThresholdBreached/DataQualityDegraded/StrategyRetired/ModelDriftDetected	TRIAGE	0
集成架构.md	296	box	Pre	COVERED	124
集成架构.md	297	box	CL-01	TRIAGE	0
集成架构.md	298	box	GitOps	TRIAGE	0
集成架构.md	299	box	RTO	TRIAGE	0
集成架构.md	358	heading	iFind/tushare	COVERED	4
集成架构.md	402	heading	Overnight	COVERED	2
集成架构.md	402	heading	Global	COVERED	1
集成架构.md	402	heading	Market	COVERED	66
集成架构.md	402	heading	Contagion	COVERED	5
集成架构.md	402	heading	Impact	COVERED	1
集成架构.md	402	heading	Assessment	COVERED	2
集成架构.md	402	heading	Model	COVERED	131
集成架构.md	440	heading	Northbound	COVERED	1
集成架构.md	440	heading	Capital	COVERED	17
集成架构.md	440	heading	Flow	COVERED	261
集成架构.md	440	heading	Smart	COVERED	6
集成架构.md	440	heading	Money	COVERED	6
集成架构.md	440	heading	Signal	COVERED	189
集成架构.md	466	heading	API/Whisper	TRIAGE	0
集成架构.md	914	heading	Agent-to-Agent	TRIAGE	0
集成架构.md	1428	heading	QP-01	EXCL_XREF	0
集成架构.md	1452	heading	QP-03	EXCL_XREF	0
集成架构.md	1464	heading	QP-04	EXCL_XREF	0
集成架构.md	1476	heading	QP-05	EXCL_XREF	0
集成架构.md	1488	heading	QP-06	EXCL_XREF	0
集成架构.md	1488	heading	OpenTelemetry	EXCL_GENERIC	0
集成架构.md	1500	heading	QP-07	EXCL_XREF	0
集成架构.md	1512	heading	QP-08	EXCL_XREF	0
集成架构.md	1524	heading	QP-09	EXCL_XREF	0
集成架构.md	1536	heading	QP-10	EXCL_XREF	0
集成架构.md	1548	heading	QP-11	EXCL_XREF	0
集成架构.md	1560	heading	QP-12	EXCL_XREF	0
集成架构.md	1572	heading	QP-13	EXCL_XREF	0
集成架构.md	1582	heading	QP-14	EXCL_XREF	0
集成架构.md	1592	heading	QP-15	EXCL_XREF	0
集成架构.md	1602	heading	QP-16	EXCL_XREF	0
集成架构.md	1612	heading	QP-17	EXCL_XREF	0
